Prezime,Ime,OIB,MBG,OI,Adresa,Mjesto,Pbroj,Adr_rac,Tel,Mob,Mail,OMM,TM,OMM_adresa,OMM_Pbroj,OMM_mjesto,PROIZVOD,Dana,Agent
Ban,Marta,77832415069,,538621889,Frankopanska 69,Sesvete,10360,,,+385999873651,Marta.Ban@hotmail.com,8457686768,BIJELI,Rimski put 56,10361,Sesvete-Kraljevec,IDEAL,3/16/2017,002
Mandić,Ana,85830263255,,,Kurelčeva 27,Sesvete,10360,"Starčevićev trg 29, 10362 Kašina",,+385912966913,Ana.Mandic@yahoo.com,6959818951,BIJELI,,,,IDEAL,1/17/2017,002
ćosić,Jakov,30373846580,,,Mrazovićeva 76,Lučko,10250,,+3851743773,+385915472355,Jakov.cosic@yahoo.com,1169997355,BIJELI,,,,IDEAL,2/2/2017,002
Milošević,Jakov,57865066178,,915025062,Ulica kneza Mislava 49,Sesvete-Kraljevec,10361,"Medulićeva 82, 10010 Zagreb-Sloboština",+3851582507,,,1489066596,PLAVI,,,,IDEAL,1/16/2017,001
Abramović,Petar,55140484548,,457210058,Marićev prolaz 25,Hrvatski Leskovac,10251,,+3851104818,+385918918361,Petar.Abramovic@hotmail.com,5151509740,PLAVI,Trg Vladka Mačeka 96,10040,Zagreb-Dubrava,BONUS,3/3/2017,001
Martić,Matej,74312497655,,690976557,Matice hrvatske 28,Sesvete,10360,,,+385918036092,,1585622000,BIJELI,,,,BONUS,3/4/2017,005
Šimunić,Ivano,05509946324,,,144. brigade Hrvatske vojske 91,Belovar,10363,,,+385991267576,Ivano.simunic@hotmail.com,6984944523,BIJELI,,,,IDEAL,3/19/2017,005
Jelić,Ema,53151726706,7463632846546,114372199,Ljudevita Posavskog 62,Kašina,10362,,+3851238678,+385912176044,Ema.Jelic@hotmail.com,6582773221,BIJELI,,,,BONUS,2/13/2017,003
Bašić,Ema,05061972367,7219110122699,852764533,Primorska 55,Brezovica,10257,"Žerjavićeva 88, 10257 Brezovica",+3851465151,,,2982345281,BIJELI,,,,IDEAL,1/28/2017,005
Cindrić,Jakov,97886854741,,,Medvedgradska 39,Donji Dragonožec,10253,,+3851108889,+38591563736,Jakov.Cindric@hotmail.com,4181996711,BIJELI,,,,IDEAL,3/30/2017,005
Jovanović,Leon,75585553931,4803104679159,,Žerjavićeva 7,Brezovica,10257,"Stančićeva 26, 10361 Sesvete-Kraljevec",+3851788882,+385917503020,Leon.Jovanovic@hotmail.com,9119058772,CRVENI,,,,IDEAL,4/12/2017,003
Marjanović,Lana,98789210761,,,Trg Petra Preradovića 6,Zagreb-Sloboština,10010,,,+385919365543,,9778778634,CRVENI,,,,IDEAL,3/7/2017,005
Cindrić,Lucija,67706677341,,933919741,Mikloušićeva 29,Sesvete,10360,"Trg Vladka Mačeka 62, 10360 Sesvete",,+385994626594,Lucija.Cindric@hotmail.com,3486812260,PLAVI,,,,IDEAL,1/24/2017,005
Tokić,Petra,03236029846,1860829840937,,Heinzelova 5,Sesvete,10360,,+3851220138,+385919584313,Petra.Tokic@yahoo.com,7289951908,BIJELI,,,,IDEAL,4/5/2017,003
Grgić,Marko,48293552748,7522000496557,,Medvedgradska 78,Sesvete,10360,"Pierottijeva 29, 10362 Kašina",,+385912194386,,6256143078,BIJELI,,,,IDEAL,4/25/2017,003
Baričević,Luka,33593380113,3748903143080,650588249,Pod zidom 64,Kašina,10362,,,+385912451277,Luka.Baricevic@gmail.com,8575434998,PLAVI,,,,KLASIK,1/15/2017,001
Pavlić,Filip,93514000875,,,Stančićeva 13,Sesvete-Kraljevec,10361,,+3851707409,+385915571558,,5518277842,BIJELI,,,,IDEAL,3/5/2017,005
Horvat,Petra,94832755680,,,Cesarčeva 60,Brezovica,10257,,,+385997102197,Petra.Horvat@yahoo.com,7272009353,BIJELI,,,,BONUS,3/18/2017,002
Baričević,Petra,92197494122,7345690368711,350561087,Kačićeva 12,Sesvete,10360,"Ulica kneza Mutimira 68, 10360 Sesvete",+3851709482,,,4916394145,BIJELI,,,,IDEAL,4/6/2017,005
Lučić,Petar,08342224627,4267419002596,892088525,Ožegovićeva 68,Brezovica,10257,,+3851113388,+38591681702,,6258609760,BIJELI,,,,BONUS,1/19/2017,005
Perković,David,57981058701,,,Ulica kneza Mislava 25,Brezovica,10257,"Babukićeva 94, 10360 Sesvete",,+385994107500,,6372339697,CRVENI,,,,IDEAL,2/8/2017,003
Petričević,Petra,80563472794,,612057016,Ladislava Šabana 9,Donji Dragonožec,10253,,,+385914473021,Petra.Petricevic@hotmail.com,8769570343,PLAVI,,,,IDEAL,3/13/2017,005
Marinović,Luka,73677465857,,,Kvaternikov trg 49,Donji Dragonožec,10253,,,+385996066850,Luka.Marinovic@yahoo.com,5510536049,BIJELI,,,,BONUS,4/15/2017,002
Erceg,Luka,80436660391,6014707284324,,Deželićeva 97,Zagreb-Novi Zagreb,10020,,+3851961516,+38591860941,,4688762658,BIJELI,,,,BONUS,3/14/2017,004
Klarić,Jakov,13073310435,5493018587576,,Bogovićeva 28,Brezovica,10257,,+3851977951,,,6791935719,BIJELI,,,,IDEAL,2/9/2017,003
Horvat,Petra,43345451642,,,Tuškanova 51,Zagreb-Sloboština,10010,,,+385996205580,Petra.Horvat@hotmail.com,1300996718,PLAVI,Trg Dragutina Domjanića 3,10257,Brezovica,IDEAL,2/8/2017,005
Lončar,Matej,24091489771,,357946563,Ratkajev prolaz 25,Brezovica,10257,,+3851174851,,Matej.Loncar@gmail.com,2354500874,CRVENI,,,,IDEAL,4/10/2017,002
Vukić,Filip,86324353217,,948983043,Krešimira Kovačevića 10,Kašina,10362,"Derenčinova 47, 10257 Brezovica",,+385999736778,Filip.Vukic@gmail.com,2428848069,BIJELI,,,,IDEAL,2/17/2017,002
Pavić,Leon,81947035025,,,Borisa Papandopula 36,Zagreb-Novi Zagreb,10020,,,+385919758559,Leon.Pavic@yahoo.com,2647594972,BIJELI,,,,IDEAL,1/22/2017,005
Blažević,Ivan,95465053764,7907234607312,,Botićev trg 2,Sesvete,10360,,,+385913134123,,8207671672,PLAVI,,,,IDEAL,3/21/2017,003
Ivanković,Filip,10824878799,2372442263626,,Tkalčićeva 91,Brezovica,10257,"Huberta Pettana 20, 10253 Donji Dragonožec",+3851758576,,,1598702223,BIJELI,,,,IDEAL,3/18/2017,004
Perić,David,72841303210,6985180860232,,Mažuranićev trg 33,Kašina,10362,,+3851106461,+385912688963,David.Peric@yahoo.com,7647763421,BIJELI,,,,BONUS,4/15/2017,005
Budimir,Ivan,52427896459,2040572043446,,Branimirova 100,Sesvete,10360,"144. brigade Hrvatske vojske 76, 10253 Donji Dragonožec",+3851323139,,,6026568154,PLAVI,,,,IDEAL,1/11/2017,003
Vukić,Petar,46702435871,,565282590,Ulica kneza Borne 100,Brezovica,10257,"Medvedgradska 29, 10361 Sesvete-Kraljevec",,+385916204732,,5371717900,BIJELI,,,,IDEAL,4/3/2017,002
Špoljarić,Lucija,04320362262,,127517060,Ulica Ante Kovačića 22,Zagreb-Novi Zagreb,10020,"Ladislava Šabana 100, 10373 Ivanja Reka",+3851315888,,,4536027307,PLAVI,,,,IDEAL,4/4/2017,001
Vrdoljak,Nika,08096964567,,,Arnoldova 30,Sesvete-Kraljevec,10361,,+3851851983,+385911073832,,5872577520,BIJELI,,,,IDEAL,2/5/2017,002
Barišić,Iva,80024532145,6131952254307,253407115,Runjaninova 82,Sesvete-Kraljevec,10361,,+3851460201,+385912676538,,5418269732,BIJELI,,,,BONUS,1/19/2017,001
Katič,Ana,55181819333,1411249501085,,Banjavčićeva 46,Donji Dragonožec,10253,,,+38599287832,Ana.Katic@gmail.com,5914789081,BIJELI,,,,IDEAL,3/8/2017,002
Ivanković,Ema,21634385464,,,Ulica Bartola Kašića 18,Zagreb-Novi Zagreb,10020,,,+385911567540,Ema.Ivankovic@hotmail.com,8575003823,CRVENI,,,,IDEAL,2/12/2017,001
Bogdan,Luka,70288856294,3454398660103,,Trg bana J. Jelačića 85,Ivanja Reka,10373,"Trg žrtava fašizma 82, 10363 Belovar",+3851627292,,Luka.Bogdan@gmail.com,5233237267,CRVENI,,,,IDEAL,2/24/2017,004
Šostarić,Ivan,92693986484,2130835497047,414863719,Bogovićeva 70,Donji Dragonožec,10253,"Heinzelova 91, 10253 Donji Dragonožec",,+38599893999,,3020147472,BIJELI,,,,IDEAL,2/19/2017,002
Galić,Lana,08820491080,,,Trg Dragutina Domjanića 12,Sesvete-Kraljevec,10361,"Preobraženska 10, 10362 Kašina",,+385992677143,,4820373595,PLAVI,,,,BONUS,4/2/2017,005
Petković,Marta,02687226431,,275812907,Petra Dumičića 2,Zagreb-Novi Zagreb,10020,,,+385996056851,,4114479776,BIJELI,Ulica Grgura Ninskog 40,10360,Sesvete,KLASIK,3/17/2017,002
Vuković,Petar,65918370692,8670504027122,452050759,Zavojna 71,Sesvete,10360,,+3851575845,,Petar.Vukovic@hotmail.com,1413020109,BIJELI,,,,BONUS,1/22/2017,003
Majić,Ivano,56470871999,1792481345838,,Rusanova 21,Brezovica,10257,"Perkovčeva 22, 10362 Kašina",+3851353498,,Ivano.Majic@yahoo.com,5818605223,PLAVI,,,,BONUS,4/11/2017,005
Dujmović,Filip,45379213772,,326334368,Savska 85,Sesvete,10360,,,+385919349699,Filip.Dujmovic@gmail.com,6015460802,PLAVI,,,,IDEAL,4/22/2017,003
Matić,Filip,86969504262,,890023408,Livadićeva 84,Sesvete-Kraljevec,10361,,,+385912934016,Filip.Matic@hotmail.com,1133725152,BIJELI,,,,IDEAL,1/16/2017,004
Petrić,Ivan,49386197038,9305809844776,,Opatovina 86,Hrvatski Leskovac,10251,"Ulica baruna Trenka 62, 10361 Sesvete-Kraljevec",+3851252894,,,6070333887,BIJELI,,,,BONUS,1/5/2017,001
Budimir,Marko,31890446269,1509778653649,562740603,Petra Dumičića 54,Sesvete-Kraljevec,10361,"Vojnovićeva 3, 10250 Lučko",,+385917687873,Marko.Budimir@hotmail.com,6742187489,BIJELI,,,,IDEAL,3/17/2017,004
Orešković,Leon,03655472033,3586208018707,,Zrinjevac 87,Sesvete,10360,,+3851632295,,Leon.Oreskovic@hotmail.com,3634256641,BIJELI,,,,IDEAL,1/17/2017,003
Novak,Nika,54081782543,,,Šenoina 56,Sesvete-Kraljevec,10361,,+3851877554,,,2721895585,BIJELI,,,,IDEAL,4/18/2017,005
Crnković,Sara,25439992644,3053861147355,928086985,Tomićeva 76,Kašina,10362,"Erdodyeva 81, 10251 Hrvatski Leskovac",+3851653113,,,1723257923,BIJELI,,,,IDEAL,2/22/2017,003
Jozić,Sara,94147704964,,,Trg maršala Tita 70,Brezovica,10257,,+3851178230,,,9117280544,PLAVI,,,,IDEAL,1/4/2017,001
Ljubičić,Sara,64612224780,7112932422860,,Draškovićeva 6,Sesvete,10360,"Ulica neznane junakinje 16, 10361 Sesvete-Kraljevec",+3851952388,,Sara.Ljubicic@hotmail.com,4438161232,BIJELI,,,,BONUS,2/17/2017,005
Vidaković,Matej,90177600978,,913200646,Praška 7,Sesvete-Kraljevec,10361,,,+385919451893,Matej.Vidakovic@yahoo.com,4263912950,BIJELI,,,,KLASIK,1/11/2017,005
Jozić,Iva,38490584974,,884592142,Matice hrvatske 58,Sesvete,10360,,+3851551386,+385917091740,,5603574393,BIJELI,,,,IDEAL,5/1/2017,005
Kolar,Mia,49665537762,,775761244,Sermageova 51,Kašina,10362,,,+385914075358,Mia.Kolar@yahoo.com,4946341891,PLAVI,,,,IDEAL,1/17/2017,004
Franić,Lana,78571437735,,,Crvenog križa 21,Sesvete-Kraljevec,10361,"Hatzova 66, 10360 Sesvete",,+385918749866,,7143959538,BIJELI,Mihanovićeva 97,10257,Brezovica,IDEAL,4/8/2017,005
Barišić,Marta,51862375204,6417706868896,,Vojnovićeva 58,Brezovica,10257,,,+385991535020,Marta.Barisic@hotmail.com,7094473022,BIJELI,Svačićev trg 34,10362,Kašina,IDEAL,3/26/2017,005
Jovanović,Luka,14488793025,3493885702446,,Frankopanska 20,Sesvete,10360,,+3851481684,+385917045390,Luka.Jovanovic@gmail.com,7444929931,PLAVI,,,,BONUS,2/18/2017,001
Šostarić,Nika,82209336732,1856464383381,196061750,Šulekova 58,Kašina,10362,,,+38591186225,,4356614406,BIJELI,,,,IDEAL,3/30/2017,004
Dujmović,Iva,35109497227,,195523994,Perkovčeva 14,Zagreb,10000,,,+385991284121,Iva.Dujmovic@hotmail.com,3792137555,PLAVI,,,,IDEAL,1/10/2017,002
Vukelić,Jakov,92444235221,7192344424745,,Ulica Ljudevita Posavskog 34,Sesvete,10360,,+3851476777,,,5351927773,BIJELI,,,,IDEAL,4/1/2017,003
Bogdan,Filip,54315280896,,790372665,Ulica kraljice Jelene 8,Brezovica,10257,,+3851597745,+385915516851,Filip.Bogdan@hotmail.com,8288925543,BIJELI,,,,IDEAL,2/17/2017,003
Bogdan,David,32828638062,,415515464,Petrinjska 29,Brezovica,10257,,+3851651627,,David.Bogdan@hotmail.com,2244806817,PLAVI,,,,BONUS,1/16/2017,005
Nikolić,Iva,18549992337,4400398757770,623811450,Opatovina 52,Zagreb-Novi Zagreb,10020,,+3851735929,+385916362995,,9348252158,BIJELI,,,,IDEAL,4/4/2017,001
Martinović,Iva,10164697402,,,Trg maršala Tita 69,Sesvete,10360,,+3851428267,+385912944048,,3881451672,BIJELI,,,,IDEAL,1/30/2017,003
Pavlić,Marko,86331851093,,,Ratkajev prolaz 94,Zagreb,10000,"Račkoga 27, 10020 Zagreb-Novi Zagreb",+3851539213,+385916554446,Marko.Pavlic@gmail.com,4494211769,BIJELI,,,,IDEAL,3/4/2017,004
Petričević,Jakov,32262064652,1726473555761,,Deželićeva 16,Belovar,10363,,,+385915011927,Jakov.Petricevic@hotmail.com,8186602363,BIJELI,,,,IDEAL,3/4/2017,004
Grubišić,Ema,55137100238,1289817328887,945667920,Trg Dragutina Domjanića 95,Zagreb,10000,,,+385998951843,Ema.Grubisic@gmail.com,4156282655,PLAVI,Bauerova 86,10290,Zaprešić,IDEAL,1/27/2017,005
Franić,Matej,03521270860,,114742341,Sermageova 40,Zagreb-Novi Zagreb,10020,"Babukićeva 9, 10360 Sesvete",,+385992657241,Matej.Franic@yahoo.com,6461872812,PLAVI,,,,IDEAL,3/27/2017,001
Posavec,Lucija,80087601231,,,Heinzelova 42,Kašina,10362,"Žigrovićeva 49, 10253 Donji Dragonožec",+3851668601,,,4091853827,PLAVI,,,,IDEAL,2/3/2017,001
Horvat,David,03489153402,1704228926900,199033007,Bauerova 6,Kašina,10362,"Ulica Ivana Trnskog 24, 10290 Zaprešić",+3851189448,,David.Horvat@hotmail.com,1328770194,PLAVI,Krajiška 36,10363,Belovar,IDEAL,3/18/2017,004
Pavić,Matej,47181446617,2216437229498,127745917,Ulica kneza Višeslava 6,Zagreb,10000,,,+385915315894,,2453430859,BIJELI,,,,IDEAL,3/17/2017,004
Šimunić,Lana,56838503121,,768374882,Vukotinovićeva 30,Sesvete,10360,,,+385997051377,,5503506368,BIJELI,,,,BONUS,1/23/2017,005
Mandić,Petra,60331881928,,396810291,Ulica Elenore Patačić 1,Belovar,10363,,,+385918811684,Petra.Mandic@yahoo.com,4720703385,BIJELI,,,,IDEAL,1/13/2017,003
Vukelić,Marko,40495874879,,130006944,Tomislavov trg 65,Sesvete,10360,,+3851762944,,Marko.Vukelic@hotmail.com,7574558550,BIJELI,Biankinijeva 19,10361,Sesvete-Kraljevec,IDEAL,4/24/2017,001
Poljak,Ivano,71506123983,8803420449752,498769191,Harmica 72,Kašina,10362,,+3851346539,,,1077971497,PLAVI,,,,IDEAL,4/30/2017,002
Marić,Lucija,32175642830,,,144. brigade Hrvatske vojske 85,Brezovica,10257,"Mihanovićeva 26, 10361 Sesvete-Kraljevec",,+385991762013,Lucija.Maric@yahoo.com,5403011406,PLAVI,,,,IDEAL,1/13/2017,003
Brajković,Marta,86313075322,4440324298581,721483153,Zvonimirova 26,Brezovica,10257,"Streljačka 85, 10360 Sesvete",+3851866634,+385911013747,,2117498642,BIJELI,,,,IDEAL,4/4/2017,002
Herceg,Lucija,23752263344,7948228144121,,Masarykova 81,Zagreb-Novi Zagreb,10020,,+3851679448,,,8599788752,BIJELI,,,,IDEAL,4/7/2017,001
Ban,Ema,99726909812,7158387536609,,Ulica Vladimira Nazora 22,Brezovica,10257,,,+385911015081,,6309161791,BIJELI,,,,IDEAL,4/20/2017,005
Pintarić,Luka,30552418286,8642808491177,,Krešimira Kovačevića 18,Sesvete-Kraljevec,10361,,,+385996359014,,5044995716,PLAVI,,,,IDEAL,2/9/2017,004
Marušić,Leon,74387888220,5157186536872,614656141,Katančećeva 75,Sesvete,10360,,,+385992681255,,2098653431,BIJELI,,,,IDEAL,2/20/2017,005
Pavić,Luka,93464179069,,534314839,Martićeva 50,Zagreb-Novi Zagreb,10020,,,+385913359301,Luka.Pavic@gmail.com,4248479868,BIJELI,,,,IDEAL,4/11/2017,001
Vukić,Sara,09490658882,,,Novakova 25,Kašina,10362,,+3851663903,,Sara.Vukic@yahoo.com,4489199273,CRVENI,Teslina 46,10360,Sesvete,BONUS,2/15/2017,003
Ilić,Matej,69650518668,4065371069659,,Marulićev trg 87,Brezovica,10257,,+3851892369,+385917498343,Matej.Ilic@yahoo.com,5181662642,BIJELI,,,,IDEAL,4/18/2017,005
Ban,Filip,19672094656,7414783566927,,Lepušićeva 74,Zagreb-Sloboština,10010,,+3851114732,,Filip.Ban@gmail.com,9532945723,PLAVI,Bogovićeva 64,10362,Kašina,IDEAL,3/1/2017,003
Barišić,Sara,06506428608,3017747028177,,Utješinovićeva 6,Zagreb-Dubrava,10040,,,+385993634924,,3345851197,CRVENI,,,,KLASIK,2/1/2017,003
Mikulić,David,82773815415,8777747109411,,Zavrtnica 60,Brezovica,10257,,,+385915771675,,2455515331,BIJELI,,,,BONUS,1/21/2017,005
Zorić,Ema,76187470100,,850401293,Dežmanova 88,Hrvatski Leskovac,10251,"Medvedgradska 12, 10000 Zagreb",,+385912979992,,9128387156,BIJELI,Trg maršala Tita 69,10373,Ivanja,IDEAL,3/31/2017,004
Pavić,Marta,59760710387,,213147648,Preobraženska 14,Kašina,10362,,,+385917276216,Marta.Pavic@hotmail.com,8603611870,BIJELI,,,,IDEAL,4/1/2017,004
Grgić,Leon,42304046032,3015626414863,879351845,Kordunska 14,Sesvete,10360,,,+385913037656,Leon.Grgic@gmail.com,2088418533,PLAVI,,,,KLASIK,2/22/2017,002
Dujmović,Iva,19507902749,2706708395258,672411340,Ožegovićeva 1,Kašina,10362,,,+385917418705,Iva.Dujmovic@yahoo.com,6365383324,BIJELI,,,,IDEAL,1/20/2017,005
Mlinarić,Filip,62195169870,9302352308891,,Novakova 21,Zagreb,10000,,+3851675911,+385918107713,Filip.Mlinaric@gmail.com,8180546497,BIJELI,,,,IDEAL,4/25/2017,001
Majić,Ivan,63782639230,4746266121766,,Borisa Ulricha 40,Zagreb-Novi Zagreb,10020,"Deželićeva 36, 10362 Kašina",,+385999423941,,1743304581,PLAVI,,,,IDEAL,4/12/2017,004
Petričević,Mia,93496377091,9270890417963,584421028,Ulica Bartola Kašića 90,Donji Dragonožec,10253,,+3851829434,,,7083420732,CRVENI,,,,IDEAL,4/12/2017,001
Miletić,Ana,78542016844,,,Banjavčićeva 87,Ivanja Reka,10373,"Splavnica 44, 10373 Ivanja Reka",,+38591941426,,1110545901,BIJELI,,,,IDEAL,3/10/2017,003
Sertić,Marko,18138294935,9847239123258,415804149,Ivana Brkanovića 73,Kašina,10362,,,+385998822851,Marko.Sertic@hotmail.com,7368982818,BIJELI,Kurelčeva 96,10361,Sesvete-Kraljevec,BONUS,2/28/2017,005
Marušić,Marko,59180536446,,110453378,Jurišićeva 21,Sesvete-Kraljevec,10361,,,+385996103629,,8368201584,BIJELI,,,,IDEAL,1/31/2017,002
Perić,Leon,56700056049,5265222115889,,Mrazovićeva 75,Zagreb-Dubrava,10040,"Degenova 9, 10360 Sesvete",+3851517393,,Leon.Peric@yahoo.com,3351603806,BIJELI,,,,IDEAL,2/4/2017,005
Martinović,David,23618772168,,149408114,Štoosova 20,Zaprešić,10290,"Draškovićeva 80, 10363 Belovar",,+385994686431,David.Martinovic@gmail.com,5996208948,PLAVI,,,,IDEAL,4/8/2017,004
Tolić,Marta,63709952787,2432912252029,182671654,Marulićev trg 33,Zagreb-Novi Zagreb,10020,,,+385993984033,Marta.Tolic@yahoo.com,3835893283,BIJELI,,,,BONUS,3/10/2017,004
Horvat,David,93502416399,4549527595568,,Zavojna 78,Brezovica,10257,"Jurišićeva 87, 10290 Zaprešić",,+385912293582,,7108215429,BIJELI,,,,IDEAL,4/3/2017,001
Horvatić,Ivan,13447144919,9872951792321,991761094,144. brigade Hrvatske vojske 23,Zagreb-Dubrava,10040,,,+385997884934,,3905848462,BIJELI,,,,IDEAL,3/16/2017,004
Jurić,Iva,47525495593,,,Hebrangova 5,Kašina,10362,,,+385995446656,,3316515595,PLAVI,,,,BONUS,2/21/2017,003
Ivanović,Luka,36469566148,4697446699652,704436280,Stjepana Šuleka 4,Lučko,10250,"Ulica kralja Držislava 19, 10361 Sesvete-Kraljevec",,+385915427843,Luka.Ivanovic@yahoo.com,1509106933,BIJELI,,,,IDEAL,4/12/2017,005
Starčević,Leon,57814746832,,601957478,Ožegovićeva 23,Belovar,10363,"Krešimira Kovačevića 25, 10362 Kašina",+3851369343,+385917968418,Leon.Starcevic@gmail.com,9240348233,PLAVI,,,,IDEAL,1/13/2017,005
Barić,David,53756617855,,,Nodilova 21,Sesvete-Kraljevec,10361,"Mikloušićeva 6, 10360 Sesvete",,+385917068920,,2932023735,BIJELI,,,,BONUS,2/17/2017,003
Novak,Lucija,46227766647,,,Ivana Brkanovića 68,Belovar,10363,,+3851323296,,,6526485768,BIJELI,,,,IDEAL,2/19/2017,002
Grgurić,Ivan,09827150395,,537050922,Ive Paraća 49,Brezovica,10257,,,+385993489076,,2694260710,BIJELI,Bogišićeva 40,10253,Donji,IDEAL,1/6/2017,003
Milić,Lucija,31184033796,5642154364988,188741234,Berislavićeva 18,Sesvete-Kraljevec,10361,,,+385914558178,Lucija.Milic@gmail.com,6136595285,BIJELI,,,,IDEAL,1/21/2017,001
Vlahović,Ivano,25160998344,7118048543426,,Štoosova 89,Zagreb-Novi Zagreb,10020,,,+385996163399,,5337718070,BIJELI,,,,IDEAL,3/16/2017,002
Majić,Ema,33551262747,,313494387,Jukićeva 33,Brezovica,10257,,+3851154573,,,8455509671,PLAVI,,,,IDEAL,4/5/2017,003
Lukić,Iva,11030412376,,,Šenoina 79,Zagreb-Novi Zagreb,10020,,,+385913288415,,9652768986,PLAVI,,,,IDEAL,1/5/2017,005
Ivanović,Lana,28682128363,9550142851968,517341141,Rokova ulica 44,Donji Dragonožec,10253,,,+385995253143,,8053418948,PLAVI,Livadićeva 1,10250,Lučko,IDEAL,1/26/2017,004
Vuković,Iva,10781337161,1381057821491,190818265,Ulica Ante Kovačića 96,Sesvete,10360,,+3851320821,,,3517171298,BIJELI,,,,IDEAL,2/19/2017,001
Pavlić,Luka,49776352308,,,Kvaternikov trg 45,Kašina,10362,,,+385918836284,Luka.Pavlic@yahoo.com,4594533052,BIJELI,,,,IDEAL,1/22/2017,002
Vuković,Marta,56963604268,,,Makančeva 46,Zagreb,10000,,+3851722588,,,2835996997,CRVENI,,,,BONUS,4/17/2017,001
Vuković,Ivano,89299912651,5050759802462,,Ulica kneza Domagoja 74,Sesvete,10360,,,+385919295959,,8557766312,PLAVI,,,,IDEAL,1/18/2017,004
Franić,Iva,02508178929,4174925332071,809417967,Rokov perivoj 91,Sesvete,10360,"Fabkovićeva 100, 10290 Zaprešić",+3851424440,,Iva.Franic@gmail.com,5169469974,BIJELI,,,,IDEAL,1/20/2017,001
Horvatić,Petar,59873637449,,590775678,Savska 85,Zagreb-Sloboština,10010,,,+385994131480,,4018347011,BIJELI,,,,IDEAL,4/14/2017,005
Katič,Marko,21380085901,,,Runjaninova 74,Sesvete,10360,,,+385919721673,,2239645725,BIJELI,,,,IDEAL,1/10/2017,005
Jovanović,David,44326222882,,633330160,Praška 24,Sesvete,10360,,,+385994935430,,8689020799,BIJELI,,,,IDEAL,3/30/2017,001
Ivković,Ivano,26755485266,,807756753,Teslina 24,Sesvete,10360,,+3851384738,+385916043114,Ivano.Ivkovic@hotmail.com,3114336766,PLAVI,,,,IDEAL,2/15/2017,003
Šimunović,Jakov,96998247573,7470994435115,236787527,Ivana Langa 40,Donji Dragonožec,10253,"Šubićeva 60, 10000 Zagreb",,+38591463444,,8683403677,BIJELI,,,,IDEAL,2/14/2017,003
Burić,Ivan,06655040062,1445754475207,,Zvonimirova 92,Kašina,10362,,,+385994729432,Ivan.Buric@hotmail.com,2962659051,PLAVI,,,,IDEAL,1/30/2017,004
Janković,Lana,01427994655,,,Ivana Langa 86,Donji Dragonožec,10253,"Amruševa 64, 10257 Brezovica",,+385913519043,,6878160980,BIJELI,,,,IDEAL,1/12/2017,003
Abramović,Jakov,39057486979,1667467312500,695328341,Petrinjska 100,Belovar,10363,,+3851222970,+385913178880,,6648904312,BIJELI,,,,IDEAL,3/6/2017,001
Sever,Ivano,12879244303,1024362297285,,Banjavčićeva 50,Hrvatski Leskovac,10251,,+3851777286,,,8225258719,PLAVI,,,,BONUS,2/2/2017,002
Novaković,Iva,77340329930,,495807036,Jurjevska 51,Sesvete,10360,,+3851621794,+385915259841,,1034187297,BIJELI,,,,IDEAL,4/27/2017,001
ćosić,Lana,76870111440,,,Medvedgradska 15,Zaprešić,10290,,+3851227924,,Lana.cosic@yahoo.com,8065315732,BIJELI,,,,IDEAL,3/30/2017,005
Grubišić,Jakov,05561433801,5239777318641,,Ivana Langa 30,Lučko,10250,,+3851538901,+385919674739,Jakov.Grubisic@yahoo.com,1656763486,BIJELI,,,,BONUS,2/1/2017,001
Lovrić,Luka,03147403738,7735859441535,,Jurišićeva 98,Sesvete-Kraljevec,10361,"Kružićeva 30, 10362 Kašina",+3851112140,,,4199205455,BIJELI,,,,KLASIK,2/8/2017,001
Filipović,Ivano,17429477347,,199929064,Tkalčićeva 80,Brezovica,10257,,+3851229714,,,7618173708,PLAVI,,,,IDEAL,2/22/2017,001
Burić,Nika,14067750470,7024980429283,112970903,Ulica Ivana Gorana Kovačića 27,Sesvete-Kraljevec,10361,"Mažuranićev trg 42, 10361 Sesvete-Kraljevec",+3851286713,+385911724102,,6494565367,BIJELI,,,,IDEAL,4/11/2017,002
Živković,Sara,92907690073,3159981135112,,Šulekova 49,Sesvete,10360,,,+38591379258,,4701095921,BIJELI,,,,IDEAL,2/11/2017,005
Radić,Filip,68030966804,,244698888,Novakova 56,Zaprešić,10290,,+3851742917,,,3275957001,PLAVI,,,,IDEAL,1/17/2017,004
Jelić,Ema,84987894662,7017905299039,156040663,Rokov perivoj 11,Brezovica,10257,,,+38591508598,,5088780892,BIJELI,,,,KLASIK,1/22/2017,005
Jerković,Lucija,62018135468,7919768099328,504389064,Starčevićev trg 87,Zagreb-Novi Zagreb,10020,"Dežmanova 46, 10360 Sesvete",,+385993991711,Lucija.Jerkovic@gmail.com,6135087523,BIJELI,,,,BONUS,4/11/2017,002
Varga,Petra,00417689496,1547952143361,755835001,Štoosova 91,Ivanja Reka,10373,,+3851296357,+385913609487,Petra.Varga@yahoo.com,3503449070,BIJELI,,,,IDEAL,4/17/2017,001
Brajković,Ana,94615144072,7548895570524,481922104,Krešimira Kovačevića 55,Brezovica,10257,"Livadićeva 24, 10251 Hrvatski Leskovac",+3851501182,,,7010211874,BIJELI,,,,IDEAL,4/2/2017,005
Petrović,Leon,39396221525,3589285779763,629169684,Žigrovićeva 62,Zagreb-Novi Zagreb,10020,,+3851707109,,,2174694663,BIJELI,,,,IDEAL,4/12/2017,001
